location_id,latitude,longitude,distance_from_nearest_flood_km,flood_occurred,location_type,elevation_m,nearest_drain_distance_km,drain_type,drain_width_m,drain_depth_m,water_flow,drain_status,drain_length_km,drainage_capacity_score,flood_probability,flood_risk_level,data_source
1,12.9,80.1,10.466,0,BACKGROUND,29.0,10.275742957599233,Side Drain,0.30,0.30,Yes,Good,0.225224,0.2850448,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
12,12.91,80.295,7.1284,0,BACKGROUND,0.0,4.292213411935949,SWD,0.75,0.75,Yes,Good,0.217576,0.6435152000000001,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
13,12.915,80.1,10.3958,0,BACKGROUND,22.0,10.209018586814834,Side Drain,0.30,0.30,Yes,Good,0.225224,0.2850448,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
14,12.915,80.16,3.9055,0,BACKGROUND,18.0,3.7216255581195545,Side Drain,0.30,0.30,Yes,Good,0.225224,0.2850448,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
15,12.915,80.255,2.7816,0,BACKGROUND,6.0,0.5788747610257188,SWD,0.75,0.75,Yes,Good,0.217576,0.6435152000000001,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
16,12.915,80.315,9.0724,0,BACKGROUND,0.0,6.320706706974589,SWD,0.75,0.75,Yes,Good,0.217576,0.6435152000000001,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
17,12.92,80.12,8.2755,0,BACKGROUND,41.0,8.0921986987721,Side Drain,0.30,0.30,Yes,Good,0.225224,0.2850448,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
18,12.92,80.18,1.9641,0,BACKGROUND,20.0,1.7987936172144725,Side Drain,0.70,0.70,Yes,Good,0.042043000000000004,0.5684085999999999,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
19,12.92,80.25,2.3352,0,BACKGROUND,9.0,0.4045842839812634,SWD,1.07,1.07,Yes,Good,0.37629900000000005,0.9312598000000001,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
20,12.92,80.31,8.3187,0,BACKGROUND,0.0,5.745989077592691,SWD,0.75,0.75,Yes,Good,0.217576,0.6435152000000001,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
21,12.925,80.115,8.8912,0,BACKGROUND,35.0,8.440540288795393,SWD,1.65,1.65,Yes,Good,1.140986,1.5481972000000002,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
22,12.925,80.18,1.9386,0,BACKGROUND,21.0,1.8818240290228325,SWD,1.51,1.51,Yes,Good,1.611079,1.5302158000000001,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
23,12.925,80.25,2.1148,0,BACKGROUND,6.0,0.10651059348231752,SWD,1.45,1.45,Yes,Good,0.67071,1.294142,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
24,12.925,80.31,8.0447,0,BACKGROUND,0.0,5.763687434826521,SWD,0.75,0.75,Yes,Good,0.217576,0.6435152000000001,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
25,12.93,80.115,8.9752,0,BACKGROUND,34.0,8.035592431236983,SWD,1.65,1.65,Yes,Good,1.140986,1.5481972000000002,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
26,12.93,80.18,1.9522,0,BACKGROUND,19.0,1.9247775391180624,SWD,1.51,1.51,Yes,Good,1.611079,1.5302158000000001,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
27,12.93,80.26,2.8996,0,BACKGROUND,0.0,1.0687564422746416,SWD,0.75,0.75,Yes,Good,0.217576,0.6435152000000001,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
28,12.93,80.32,8.7908,0,BACKGROUND,0.0,6.82866127128284,Side Drain,0.40,0.40,Yes,Bad,0.27067,0.3741340000000001,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
29,12.935,80.13,7.3963,0,BACKGROUND,30.0,6.5435043829831745,SWD,1.65,1.65,Yes,Good,1.140986,1.5481972000000002,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
30,12.935,80.19,1.2016,0,BACKGROUND,10.0,1.1895999393617107,SWD,0.75,0.75,Yes,Good,0.211452,0.6422904,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
31,12.935,80.28,4.6808,0,BACKGROUND,0.0,2.89163959965154,Side Drain,0.40,0.40,Yes,Bad,0.27067,0.3741340000000001,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
32,12.935,80.34,10.6329,0,BACKGROUND,0.0,8.679317501219524,Side Drain,0.40,0.40,Yes,Bad,0.27067,0.3741340000000001,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
33,12.94,80.15,5.354,0,BACKGROUND,28.0,4.670733640687833,SWD,0.87,0.87,Yes,Good,0.380705,0.7721410000000001,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
34,12.94,80.225,1.0744,0,BACKGROUND,2.0,0.6873088103409569,SWD,0.70,0.70,Yes,Good,0.321058,0.6242116,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
35,12.94,80.295,5.8644,0,BACKGROUND,0.0,3.9047629005568956,Side Drain,0.40,0.40,Yes,Bad,0.27067,0.3741340000000001,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
36,12.945,80.105,8.9823,0,BACKGROUND,15.0,7.852743509027204,SWD,1.65,1.65,Yes,Good,1.140986,1.5481972000000002,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
37,12.945,80.165,3.6974,0,BACKGROUND,13.0,2.9537925661936355,SWD,0.87,0.87,Yes,Good,0.380705,0.7721410000000001,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
38,12.945,80.24,1.2223,0,BACKGROUND,8.0,0.08311521740498193,Side Drain,0.66,0.66,Yes,Good,0.39302400000000004,0.6066048,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
39,12.945,80.3,6.1636,0,BACKGROUND,0.0,4.205598087021319,Side Drain,0.40,0.40,Yes,Bad,0.27067,0.3741340000000001,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
40,12.95,80.11,8.238,0,BACKGROUND,23.0,7.104368586842821,SWD,1.65,1.65,Yes,Good,1.140986,1.5481972000000002,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
41,12.95,80.17,2.9313,0,BACKGROUND,10.0,2.2690480290348227,SWD,0.87,0.87,Yes,Good,0.380705,0.7721410000000001,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
42,12.95,80.25,1.1506,0,BACKGROUND,6.0,0.02605752493357675,SWD,0.75,0.75,Yes,Good,0.14703600000000003,0.6294072000000001,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
43,12.95,80.315,7.6046,0,BACKGROUND,0.0,5.69391783693205,Side Drain,0.40,0.40,Yes,Bad,0.27067,0.3741340000000001,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
44,12.955,80.12,7.0204,0,BACKGROUND,18.0,5.887636454547408,SWD,1.65,1.65,Yes,Good,1.140986,1.5481972000000002,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
45,12.955,80.18,1.734,0,BACKGROUND,11.0,1.1178065086739974,SWD,0.75,0.75,Yes,Good,0.7422850000000001,0.7484570000000001,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
46,12.955,80.28,3.7762,0,BACKGROUND,0.0,1.8670757156924722,Side Drain,0.40,0.40,Yes,Bad,0.27067,0.3741340000000001,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
47,12.955,80.345,10.7617,0,BACKGROUND,0.0,8.7716362792323,Side Drain,0.30,0.30,Yes,Good,0.20859400000000003,0.2817188,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
48,12.96,80.15,4.0464,0,BACKGROUND,21.0,3.018581020444224,SWD,1.65,1.65,Yes,Good,1.140986,1.5481972000000002,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
49,12.96,80.255,1.0118,0,BACKGROUND,5.0,0.07320161029318137,SWD,0.70,0.70,Yes,Good,0.326722,0.6253443999999999,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
50,12.96,80.32,8.0258,0,BACKGROUND,0.0,6.008100241867272,Side Drain,0.30,0.30,Yes,Good,0.20859400000000003,0.2817188,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
51,12.965,80.125,6.0538,0,BACKGROUND,19.0,4.911700286277537,SWD,1.65,1.65,Yes,Good,1.140986,1.5481972000000002,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
52,12.965,80.185,0.7684,0,BACKGROUND,15.0,0.476243025732118,SWD,0.40,0.40,Yes,Good,0.047107,0.3294214000000001,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
53,12.965,80.29,4.7799,0,BACKGROUND,0.0,2.710696278329866,Side Drain,0.30,0.30,Yes,Good,0.20859400000000003,0.2817188,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
54,12.97,80.1,8.498,0,BACKGROUND,17.0,7.361552387109734,SWD,1.05,1.05,Yes,Good,0.285659,0.8971318,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
55,12.97,80.16,2.4949,0,BACKGROUND,140.0,1.4862626077173404,SWD,1.65,1.65,Yes,Good,1.140986,1.5481972000000002,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
56,12.97,80.27,2.7395,0,BACKGROUND,0.0,0.546646242766809,Side Drain,0.30,0.30,Yes,Good,0.20859400000000003,0.2817188,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
57,12.97,80.335,9.6844,0,BACKGROUND,0.0,7.454742997431821,SWD,0.76,0.76,Yes,Good,0.451446,0.6982892,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
58,12.975,80.14,4.1528,0,BACKGROUND,21.0,3.01929669098176,SWD,1.65,1.65,Yes,Good,1.140986,1.5481972000000002,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
59,12.975,80.265,2.254,0,BACKGROUND,12.0,0.20954121825689953,SWD,1.210000000000000,1.210000000000000,Yes,Good,0.361499,1.0402997999999999,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
60,12.975,80.325,8.5595,0,BACKGROUND,0.0,6.261275078076999,SWD,0.76,0.76,Yes,Good,0.451446,0.6982892,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
61,12.98,80.135,4.5716,0,BACKGROUND,21.0,3.478212568634671,SWD,1.65,1.65,Yes,Good,1.140986,1.5481972000000002,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
62,12.98,80.265,2.3309,0,BACKGROUND,12.0,0.14439965727587914,SWD,0.990000000000000,0.990000000000000,Yes,Good,0.14133700000000002,0.8202674000000001,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
63,12.98,80.325,8.4196,0,BACKGROUND,0.0,6.144653477843086,SWD,0.76,0.76,Yes,Good,0.451446,0.6982892,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
64,12.985,80.135,4.5335,0,BACKGROUND,14.0,3.4966777266949762,SWD,1.65,1.65,Yes,Good,1.140986,1.5481972000000002,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
65,12.985,80.255,1.4079,0,BACKGROUND,10.0,0.020138343325780104,SWD,1.60,1.60,Yes,Good,0.47259500000000004,1.3745190000000003,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
66,12.985,80.315,7.2464,0,BACKGROUND,0.0,4.955434709374882,SWD,1.30,1.30,Yes,Good,0.9782160000000001,1.2356432000000002,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
67,12.99,80.125,5.6411,0,BACKGROUND,12.0,3.8915812275629578,SWD,1.05,1.05,Yes,Good,0.285659,0.8971318,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
68,12.99,80.215,0.8355,0,BACKGROUND,11.0,0.037408318263728625,Side Drain,3.20,3.20,Yes,Good,0.685692,2.6971384000000005,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
69,12.99,80.275,2.8923,0,BACKGROUND,0.0,0.6475940554076024,SWD,0.76,0.76,Yes,Good,0.451446,0.6982892,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
70,12.99,80.335,9.3253,0,BACKGROUND,0.0,7.013057373091494,SWD,1.30,1.30,Yes,Good,0.9782160000000001,1.2356432000000002,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
71,12.995,80.145,3.6145,0,BACKGROUND,8.0,2.343744735350799,SWD,1.50,1.50,Yes,Good,0.138984,1.2277968000000001,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
72,12.995,80.24,1.015,0,BACKGROUND,15.0,0.48038003934657536,SWD,0.900000000000000,0.900000000000000,Yes,Good,0.618178,0.8436356,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
73,12.995,80.315,7.1309,0,BACKGROUND,0.0,4.82138952976942,SWD,1.30,1.30,Yes,Good,0.9782160000000001,1.2356432000000002,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
74,13.0,80.125,5.8497,0,BACKGROUND,16.0,3.1146097878806023,SWD,1.05,1.05,Yes,Good,0.285659,0.8971318,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
75,13.0,80.185,1.199,0,BACKGROUND,22.0,0.6859822372754807,SWD,0.61,0.61,Yes,Good,0.38155300000000003,0.5643106,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
76,13.0,80.285,3.8953,0,BACKGROUND,0.0,1.655647378841406,SWD,1.30,1.30,Yes,Good,0.9782160000000001,1.2356432000000002,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
77,13.0,80.345,10.3852,0,BACKGROUND,0.0,7.891529514608652,SWD,0.91,0.91,Yes,Good,0.36681800000000003,0.8013636000000001,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
78,13.005,80.155,3.1295,0,BACKGROUND,12.0,0.9179021101793258,SWD,1.50,1.50,Yes,Good,0.138984,1.2277968000000001,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
79,13.005,80.23,1.1152,0,BACKGROUND,18.0,0.4122417095415057,SWD,2.80,2.80,Yes,Good,0.09296600000000001,2.2585932,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
80,13.005,80.305,6.1148,0,BACKGROUND,0.0,3.6575147491763715,SWD,0.91,0.91,Yes,Good,0.36681800000000003,0.8013636000000001,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
81,13.01,80.115,7.2411,0,BACKGROUND,21.0,3.4888921118515746,SWD,0.85,0.85,Yes,Good,0.39299900000000004,0.7585998,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
82,13.01,80.175,0.9751,0,BACKGROUND,12.0,0.36582981241918505,SWD,0.89,0.89,Yes,Good,0.087785,0.7295570000000001,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
83,13.01,80.28,3.6476,0,BACKGROUND,0.0,1.1896565308858602,SWD,1.13,1.13,Yes,Good,0.132752,0.9305503999999999,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
84,13.01,80.34,9.9473,0,BACKGROUND,0.0,7.10727248180959,SWD,0.91,0.91,Yes,Good,0.36681800000000003,0.8013636000000001,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
85,13.015,80.15,3.4261,0,BACKGROUND,16.0,0.2428203098792966,SWD,0.95,0.95,Yes,Good,0.174522,0.7949044000000001,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
86,13.015,80.24,0.9021,0,BACKGROUND,14.0,0.04466276032481434,SWD,1.200000000000000,1.200000000000000,yes,Bad,1.1500549999999998,1.190011,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
87,13.015,80.3,5.866,0,BACKGROUND,0.0,2.7473169504400192,SWD,0.91,0.91,Yes,Good,0.36681800000000003,0.8013636000000001,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
88,13.02,80.11,7.7709,0,BACKGROUND,22.0,3.7879644059930695,SWD,0.85,0.85,Yes,Good,0.39299900000000004,0.7585998,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
89,13.02,80.17,1.3357,0,BACKGROUND,16.0,0.024444162767083347,Open Drain,0.50,0.50,Yes,Good,0.153707,0.43074140000000005,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
90,13.02,80.245,1.5513,0,BACKGROUND,11.0,0.020595338290081974,Side Drain,0.90000,0.90000,Yes,Good,0.218505,0.7637010000000001,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
91,13.02,80.305,6.5749,0,BACKGROUND,0.0,3.2164745266439354,SWD,0.91,0.91,Yes,Good,0.36681800000000003,0.8013636000000001,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
92,13.025,80.115,7.2859,0,BACKGROUND,20.0,3.020480650872178,SWD,0.600000000000000,0.600000000000000,Yes,Good,0.393101,0.5586202,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
93,13.025,80.175,1.2347,0,BACKGROUND,15.0,0.08701769730233161,SWD,1.150,1.150,Yes,Good,0.48334,1.016668,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
94,13.025,80.235,1.169,0,BACKGROUND,11.0,0.2994108630076232,SWD,1.18,1.18,Yes,Good,0.369443,1.0178886,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
95,13.025,80.3,6.3366,0,BACKGROUND,0.0,2.5735895981282573,SWD,0.800,0.800,Yes,Good,0.10401500000000001,0.6608030000000001,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
96,13.03,80.105,8.4451,0,BACKGROUND,22.0,3.551737401166013,SWD,0.600000000000000,0.600000000000000,Yes,Good,0.393101,0.5586202,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
97,13.03,80.165,2.3826,0,BACKGROUND,20.0,0.044835047355373275,SWD,0.63,0.63,Yes,Good,0.18732700000000002,0.5414654,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
98,13.03,80.255,1.6867,0,BACKGROUND,13.0,0.08977057023502057,SWD,0.87,0.87,Yes,Good,0.207937,0.7375874000000001,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
99,13.03,80.32,8.3936,0,BACKGROUND,0.0,4.545408785414695,SWD,0.950,0.950,Yes,Good,0.203049,0.8006098,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
100,13.035,80.125,6.488,0,BACKGROUND,22.0,1.4688013226819971,SWD,0.600000000000000,0.600000000000000,Yes,Good,0.393101,0.5586202,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
101,13.035,80.185,1.1441,0,BACKGROUND,16.0,0.04162574434911608,SWD,1.120,1.120,Yes,Good,0.356742,0.9673484000000001,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
102,13.035,80.305,6.7183,0,BACKGROUND,0.0,2.841853351836852,SWD,0.950,0.950,Yes,Good,0.203049,0.8006098,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
103,13.04,80.11,8.2054,0,BACKGROUND,22.0,2.6577863521297687,SWD,0.600000000000000,0.600000000000000,Yes,Good,0.393101,0.5586202,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
104,13.04,80.17,2.7572,0,BACKGROUND,19.0,0.0404333183696147,SWD,0.72,0.72,Yes,Good,0.154059,0.6068118,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
105,13.04,80.295,5.613,0,BACKGROUND,0.0,1.72016138806133,SWD,0.950,0.950,Yes,Good,0.203049,0.8006098,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
106,13.045,80.105,8.9055,0,BACKGROUND,23.0,3.1438985691304016,SWD,0.600000000000000,0.600000000000000,Yes,Good,0.393101,0.5586202,0.0,LOW,Background spatial locations; elevation: Copernicus GLO-90 via Open-Meteo; drainage: Greater Chennai Corporation
